hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2667.12, -4.49706, 2785.4, -124.174, 2741.08, 113.548, 25.026, -60.7878, 52.1224, -122.004, 67.8176, 76.8665
0, 120.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 180.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 240.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 300.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 360.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 420.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 480.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 540.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 600.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 660.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 720.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 780.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 840.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 900.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 960.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1020.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1080.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1140.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1200.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1260.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1320.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1380.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
0, 1440.00000, 2667.11, -4.49715, 2785.39, -124.174, 2741.07, 113.548, 25.0265, -60.7879, 52.1227, -122.003, 67.8183, 76.8667
