hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2673.02, -4.47819, 2793.61, -124.133, 2748.83, 113.549, 1.83492, 0.151582, 20.7724, -125.07, 19.771, 59.2779
0, 120.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.151531, 20.7724, -125.07, 19.771, 59.2778
0, 180.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 240.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 300.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 360.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 420.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 480.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 540.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 600.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 660.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 720.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 780.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 840.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 900.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
0, 960.00000, 2673.01, -4.47827, 2793.6, -124.133, 2748.83, 113.549, 1.83491, 0.15153, 20.7724, -125.07, 19.771, 59.2778
