Time,V1,V2,V3
0,0.975891552,1.015317358,1.000836692
1,0.975880726,1.015310141,1.000833083
2,0.975880726,1.015310141,1.000833083
3,0.975880726,1.015310141,1.000833083
4,0.975880726,1.015310141,1.000833083
5,0.975880726,1.015310141,1.000833083
6,0.975880726,1.015310141,1.000833083
7,0.975880726,1.015310141,1.000833083
8,0.975880726,1.015310141,1.000833083
9,0.975880726,1.015310141,1.000833083
10,0.975880726,1.015310141,1.000833083
11,0.975880726,1.015310141,1.000833083
12,0.975880726,1.015310141,1.000833083
13,0.975880726,1.015310141,1.000833083
14,0.975880726,1.015310141,1.000833083
15,0.975880726,1.015310141,1.000833083
16,0.975880726,1.015310141,1.000833083
17,0.975880726,1.015310141,1.000833083
18,0.975880726,1.015310141,1.000833083
19,0.975880726,1.015310141,1.000833083
20,0.975880726,1.015310141,1.000833083
21,0.975880726,1.015310141,1.000833083
22,0.975880726,1.015310141,1.000833083
23,0.975880726,1.015310141,1.000833083
24,0.975880726,1.015310141,1.000833083
25,0.975880726,1.015310141,1.000833083
26,0.975880726,1.015310141,1.000833083
27,0.975880726,1.015310141,1.000833083
28,0.975880726,1.015310141,1.000833083
29,0.975880726,1.015310141,1.000833083
30,0.984660059,1.020697541,1.006952996
31,0.984663667,1.020701149,1.006952996
32,0.984663667,1.020701149,1.006952996
33,0.984663667,1.020701149,1.006952996
34,0.984663667,1.020701149,1.006952996
35,0.984663667,1.020701149,1.006952996
36,0.984663667,1.020701149,1.006952996
37,0.984663667,1.020701149,1.006952996
38,0.984663667,1.020701149,1.006952996
39,0.984663667,1.020701149,1.006952996
40,0.984663667,1.020701149,1.006952996
41,0.984663667,1.020701149,1.006952996
42,0.984663667,1.020701149,1.006952996
43,0.984663667,1.020701149,1.006952996
44,0.984663667,1.020701149,1.006952996
45,0.984663667,1.020701149,1.006952996
46,0.984663667,1.020701149,1.006952996
47,0.984663667,1.020701149,1.006952996
48,0.984663667,1.020701149,1.006952996
49,0.984663667,1.020701149,1.006952996
50,0.984663667,1.020701149,1.006952996
51,0.984663667,1.020701149,1.006952996
52,0.984663667,1.020701149,1.006952996
53,0.984663667,1.020701149,1.006952996
54,0.984663667,1.020701149,1.006952996
55,0.984663667,1.020701149,1.006952996
56,0.984663667,1.020701149,1.006952996
57,0.984663667,1.020701149,1.006952996
58,0.984663667,1.020701149,1.006952996
59,0.984663667,1.020701149,1.006952996
60,0.984663667,1.020701149,1.006952996
61,0.984663667,1.020701149,1.006952996
62,0.984663667,1.020701149,1.006952996
63,0.984663667,1.020701149,1.006952996
64,0.984663667,1.020701149,1.006952996
65,0.984663667,1.020701149,1.006952996
66,0.984663667,1.020701149,1.006952996
67,0.984663667,1.020701149,1.006952996
68,0.984663667,1.020701149,1.006952996
69,0.984663667,1.020701149,1.006952996
70,0.984663667,1.020701149,1.006952996
71,0.984663667,1.020701149,1.006952996
72,0.984663667,1.020701149,1.006952996
73,0.984663667,1.020701149,1.006952996
74,0.984663667,1.020701149,1.006952996
75,0.984663667,1.020701149,1.006952996
76,0.984663667,1.020701149,1.006952996
77,0.984663667,1.020701149,1.006952996
78,0.984663667,1.020701149,1.006952996
79,0.984663667,1.020701149,1.006952996
80,0.984663667,1.020701149,1.006952996
81,0.984663667,1.020701149,1.006952996
82,0.984663667,1.020701149,1.006952996
83,0.984663667,1.020701149,1.006952996
84,0.984663667,1.020701149,1.006952996
85,0.984663667,1.020701149,1.006952996
86,0.984663667,1.020701149,1.006952996
87,0.984663667,1.020701149,1.006952996
88,0.984663667,1.020701149,1.006952996
89,0.989008228,1.023375003,1.009980477
90,0.989008228,1.023375003,1.009980477
91,0.989008228,1.023375003,1.009980477
92,0.989008228,1.023375003,1.009980477
93,0.989008228,1.023375003,1.009980477
94,0.989008228,1.023375003,1.009980477
95,0.989008228,1.023375003,1.009980477
96,0.989008228,1.023375003,1.009980477
97,0.989008228,1.023375003,1.009980477
98,0.989008228,1.023375003,1.009980477
99,0.989008228,1.023375003,1.009980477
100,0.989008228,1.023375003,1.009980477
101,0.989008228,1.023375003,1.009980477
102,0.989008228,1.023375003,1.009980477
103,0.989008228,1.023375003,1.009980477
104,0.989008228,1.023375003,1.009980477
105,0.989008228,1.023375003,1.009980477
106,0.989008228,1.023375003,1.009980477
107,0.989008228,1.023375003,1.009980477
108,0.989008228,1.023375003,1.009980477
109,0.989008228,1.023375003,1.009980477
110,0.989008228,1.023375003,1.009980477
111,0.989008228,1.023375003,1.009980477
112,0.989008228,1.023375003,1.009980477
113,0.989008228,1.023375003,1.009980477
114,0.989008228,1.023375003,1.009980477
115,0.989008228,1.023375003,1.009980477
116,0.989008228,1.023375003,1.009980477
117,0.989008228,1.023375003,1.009980477
118,0.989008228,1.023375003,1.009980477
119,0.989008228,1.023375003,1.009980477
120,0.989008228,1.023375003,1.009980477
121,0.989008228,1.023375003,1.009980477
122,0.989008228,1.023375003,1.009980477
123,0.989008228,1.023375003,1.009980477
124,0.989008228,1.023375003,1.009980477
125,0.989008228,1.023375003,1.009980477
126,0.989008228,1.023375003,1.009980477
127,0.989008228,1.023375003,1.009980477
128,0.989008228,1.023375003,1.009980477
129,0.989008228,1.023375003,1.009980477
130,0.989008228,1.023375003,1.009980477
131,0.989008228,1.023375003,1.009980477
132,0.989008228,1.023375003,1.009980477
133,0.989008228,1.023375003,1.009980477
134,0.989008228,1.023375003,1.009980477
135,0.989008228,1.023375003,1.009980477
136,0.989008228,1.023375003,1.009980477
137,0.989008228,1.023375003,1.009980477
138,0.989008228,1.023375003,1.009980477
139,0.989008228,1.023375003,1.009980477
140,0.989008228,1.023375003,1.009980477
141,0.989008228,1.023375003,1.009980477
142,0.989008228,1.023375003,1.009980477
143,0.989008228,1.023375003,1.009980477
144,0.989008228,1.023375003,1.009980477
145,0.989008228,1.023375003,1.009980477
146,0.989008228,1.023375003,1.009980477
147,0.989008228,1.023375003,1.009980477
148,0.989008228,1.023375003,1.009980477
149,0.989008228,1.023375003,1.009980477
150,0.993309488,1.022822912,1.007674684
151,0.993298662,1.022819303,1.007671075
152,0.993298662,1.022819303,1.007671075
153,0.993298662,1.022819303,1.007671075
154,0.993298662,1.022819303,1.007671075
155,0.993298662,1.022819303,1.007671075
156,0.993298662,1.022819303,1.007671075
157,0.993298662,1.022819303,1.007671075
158,0.993298662,1.022819303,1.007671075
159,0.993298662,1.022819303,1.007671075
160,0.993298662,1.022819303,1.007671075
161,0.993298662,1.022819303,1.007671075
162,0.993298662,1.022819303,1.007671075
163,0.993298662,1.022819303,1.007671075
164,0.993298662,1.022819303,1.007671075
165,0.993298662,1.022819303,1.007671075
166,0.993298662,1.022819303,1.007671075
167,0.993298662,1.022819303,1.007671075
168,0.993298662,1.022819303,1.007671075
169,0.993298662,1.022819303,1.007671075
170,0.993298662,1.022819303,1.007671075
171,0.993298662,1.022819303,1.007671075
172,0.993298662,1.022819303,1.007671075
173,0.993298662,1.022819303,1.007671075
174,0.993298662,1.022819303,1.007671075
175,0.993298662,1.022819303,1.007671075
176,0.993298662,1.022819303,1.007671075
177,0.993298662,1.022819303,1.007671075
178,0.993298662,1.022819303,1.007671075
179,0.993298662,1.022819303,1.007671075
180,0.993298662,1.022819303,1.007671075
181,0.993298662,1.022819303,1.007671075
182,0.993298662,1.022819303,1.007671075
183,0.993298662,1.022819303,1.007671075
184,0.993298662,1.022819303,1.007671075
185,0.993298662,1.022819303,1.007671075
186,0.993298662,1.022819303,1.007671075
187,0.993298662,1.022819303,1.007671075
188,0.993298662,1.022819303,1.007671075
189,0.993298662,1.022819303,1.007671075
190,0.993298662,1.022819303,1.007671075
191,0.993298662,1.022819303,1.007671075
192,0.993298662,1.022819303,1.007671075
193,0.993298662,1.022819303,1.007671075
194,0.993298662,1.022819303,1.007671075
195,0.993298662,1.022819303,1.007671075
196,0.993298662,1.022819303,1.007671075
197,0.993298662,1.022819303,1.007671075
198,0.993298662,1.022819303,1.007671075
199,0.993298662,1.022819303,1.007671075
200,0.993298662,1.022819303,1.007671075
201,0.993298662,1.022819303,1.007671075
202,0.993298662,1.022819303,1.007671075
203,0.993298662,1.022819303,1.007671075
204,0.993298662,1.022819303,1.007671075
205,0.993298662,1.022819303,1.007671075
206,0.993298662,1.022819303,1.007671075
207,0.993298662,1.022819303,1.007671075
208,0.993298662,1.022819303,1.007671075
209,0.994727604,1.023703371,1.008656179
210,0.994731213,1.023706979,1.008656179
211,0.994731213,1.023706979,1.008656179
212,0.994731213,1.023706979,1.008656179
213,0.994731213,1.023706979,1.008656179
214,0.994731213,1.023706979,1.008656179
215,0.994731213,1.023706979,1.008656179
216,0.994731213,1.023706979,1.008656179
217,0.994731213,1.023706979,1.008656179
218,0.994731213,1.023706979,1.008656179
219,0.994731213,1.023706979,1.008656179
220,0.994731213,1.023706979,1.008656179
221,0.994731213,1.023706979,1.008656179
222,0.994731213,1.023706979,1.008656179
223,0.994731213,1.023706979,1.008656179
224,0.994731213,1.023706979,1.008656179
225,0.994731213,1.023706979,1.008656179
226,0.994731213,1.023706979,1.008656179
227,0.994731213,1.023706979,1.008656179
228,0.994731213,1.023706979,1.008656179
229,0.994731213,1.023706979,1.008656179
230,0.994731213,1.023706979,1.008656179
231,0.994731213,1.023706979,1.008656179
232,0.994731213,1.023706979,1.008656179
233,0.994731213,1.023706979,1.008656179
234,0.994731213,1.023706979,1.008656179
235,0.994731213,1.023706979,1.008656179
236,0.994731213,1.023706979,1.008656179
237,0.994731213,1.023706979,1.008656179
238,0.994731213,1.023706979,1.008656179
239,0.994731213,1.023706979,1.008656179
240,0.994731213,1.023706979,1.008656179
241,0.994731213,1.023706979,1.008656179
242,0.994731213,1.023706979,1.008656179
243,0.994731213,1.023706979,1.008656179
244,0.994731213,1.023706979,1.008656179
245,0.994731213,1.023706979,1.008656179
246,0.994731213,1.023706979,1.008656179
247,0.994731213,1.023706979,1.008656179
248,0.994731213,1.023706979,1.008656179
249,0.994731213,1.023706979,1.008656179
250,0.994731213,1.023706979,1.008656179
251,0.994731213,1.023706979,1.008656179
252,0.994731213,1.023706979,1.008656179
253,0.994731213,1.023706979,1.008656179
254,0.994731213,1.023706979,1.008656179
255,0.994731213,1.023706979,1.008656179
256,0.994731213,1.023706979,1.008656179
257,0.994731213,1.023706979,1.008656179
258,0.994731213,1.023706979,1.008656179
259,0.994731213,1.023706979,1.008656179
260,0.994731213,1.023706979,1.008656179
261,0.994731213,1.023706979,1.008656179
262,0.994731213,1.023706979,1.008656179
263,0.994731213,1.023706979,1.008656179
264,0.994731213,1.023706979,1.008656179
265,0.994731213,1.023706979,1.008656179
266,0.994731213,1.023706979,1.008656179
267,0.994731213,1.023706979,1.008656179
268,0.994731213,1.023706979,1.008656179
269,0.994731213,1.023706979,1.008656179
270,0.997578271,1.025475114,1.01061917
271,0.997585488,1.025475114,1.010622779
272,0.997585488,1.025475114,1.010622779
273,0.997585488,1.025475114,1.010622779
274,0.997585488,1.025475114,1.010622779
275,0.997585488,1.025475114,1.010622779
276,0.997585488,1.025475114,1.010622779
277,0.997585488,1.025475114,1.010622779
278,0.997585488,1.025475114,1.010622779
279,0.997585488,1.025475114,1.010622779
280,0.997585488,1.025475114,1.010622779
281,0.997585488,1.025475114,1.010622779
282,0.997585488,1.025475114,1.010622779
283,0.997585488,1.025475114,1.010622779
284,0.997585488,1.025475114,1.010622779
285,0.997585488,1.025475114,1.010622779
286,0.997585488,1.025475114,1.010622779
287,0.997585488,1.025475114,1.010622779
288,0.997585488,1.025475114,1.010622779
289,0.997585488,1.025475114,1.010622779
290,0.997585488,1.025475114,1.010622779
291,0.997585488,1.025475114,1.010622779
292,0.997585488,1.025475114,1.010622779
293,0.997585488,1.025475114,1.010622779
294,0.997585488,1.025475114,1.010622779
295,0.997585488,1.025475114,1.010622779
296,0.997585488,1.025475114,1.010622779
297,0.997585488,1.025475114,1.010622779
298,0.997585488,1.025475114,1.010622779
299,0.997585488,1.025475114,1.010622779
300,0.997585488,1.025475114,1.010622779
301,0.997585488,1.025475114,1.010622779
302,0.997585488,1.025475114,1.010622779
303,0.997585488,1.025475114,1.010622779
304,0.997585488,1.025475114,1.010622779
305,0.997585488,1.025475114,1.010622779
306,0.997585488,1.025475114,1.010622779
307,0.997585488,1.025475114,1.010622779
308,0.997585488,1.025475114,1.010622779
309,0.997585488,1.025475114,1.010622779
310,0.997585488,1.025475114,1.010622779
311,0.997585488,1.025475114,1.010622779
312,0.997585488,1.025475114,1.010622779
313,0.997585488,1.025475114,1.010622779
314,0.997585488,1.025475114,1.010622779
315,0.997585488,1.025475114,1.010622779
316,0.997585488,1.025475114,1.010622779
317,0.997585488,1.025475114,1.010622779
318,0.997585488,1.025475114,1.010622779
319,0.997585488,1.025475114,1.010622779
320,0.997585488,1.025475114,1.010622779
321,0.997585488,1.025475114,1.010622779
322,0.997585488,1.025475114,1.010622779
323,0.997585488,1.025475114,1.010622779
324,0.997585488,1.025475114,1.010622779
325,0.997585488,1.025475114,1.010622779
326,0.997585488,1.025475114,1.010622779
327,0.997585488,1.025475114,1.010622779
328,0.997585488,1.025475114,1.010622779
329,0.997585488,1.025475114,1.010622779
330,0.997585488,1.025475114,1.010622779
331,0.997585488,1.025475114,1.010622779
332,0.997585488,1.025475114,1.010622779
333,0.997585488,1.025475114,1.010622779
334,0.997585488,1.025475114,1.010622779
335,0.997585488,1.025475114,1.010622779
336,0.997585488,1.025475114,1.010622779
337,0.997585488,1.025475114,1.010622779
338,0.997585488,1.025475114,1.010622779
339,0.997585488,1.025475114,1.010622779
340,0.997585488,1.025475114,1.010622779
341,0.997585488,1.025475114,1.010622779
342,0.997585488,1.025475114,1.010622779
343,0.997585488,1.025475114,1.010622779
344,0.997585488,1.025475114,1.010622779
345,0.997585488,1.025475114,1.010622779
346,0.997585488,1.025475114,1.010622779
347,0.997585488,1.025475114,1.010622779
