hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2661.97, -4.42848, 2767.52, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 120.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 180.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 240.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 300.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 360.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 420.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 480.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 540.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 600.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 660.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 720.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 780.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 840.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 900.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 960.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1020.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1080.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1140.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1200.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1260.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1320.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
0, 1380.00000, 2661.96, -4.42857, 2767.51, -124.328, 2720.63, 113.713, 0, 0, 0, 0, 0, 0
