hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2669.42, -4.30744, 2791.13, -123.817, 2751.78, 113.759, 0, 0, 0, 0, 0, 0
0, 120.00000, 2669.38, -4.30789, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 180.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 240.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 300.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 360.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 420.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 480.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 540.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 600.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 660.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 720.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 780.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 840.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 900.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 960.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1020.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1080.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1140.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1200.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1260.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1320.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1380.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1440.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1500.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1560.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1620.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1680.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1740.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1800.00000, 2669.38, -4.3079, 2791.11, -123.817, 2751.77, 113.759, 0, 0, 0, 0, 0, 0
0, 1860.00000, 2696.04, -3.99796, 2807.54, -123.579, 2770.17, 114.23, 0, 0, 0, 0, 0, 0
0, 1920.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 1980.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2040.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2100.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2160.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2220.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2280.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2340.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2400.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2460.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2520.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2580.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2640.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2700.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2760.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2820.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2880.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 2940.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 3000.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 3060.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 3120.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
0, 3180.00000, 2696.06, -3.99779, 2807.55, -123.579, 2770.18, 114.23, 0, 0, 0, 0, 0, 0
