hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2725.64, -4.07379, 2828.53, -123.742, 2791.67, 114.304, 248.57, -34.2593, 205.885, -152.585, 235.82, 95.519
0, 120.00000, 2725.6, -4.07421, 2828.51, -123.742, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 180.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 240.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 300.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 360.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 420.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 480.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 540.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 600.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 660.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 720.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 780.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 840.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 900.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 960.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1020.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1080.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1140.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1200.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1260.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1320.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1380.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1440.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1500.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1560.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1620.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1680.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1740.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1800.00000, 2725.6, -4.07422, 2828.51, -123.743, 2791.66, 114.304, 248.593, -34.26, 205.896, -152.586, 235.838, 95.52
0, 1860.00000, 2748.51, -3.78107, 2842.47, -123.51, 2807.42, 114.733, 231.961, -33.8702, 192.457, -152.317, 219.808, 95.789
0, 1920.00000, 2748.52, -3.78091, 2842.47, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 1980.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2040.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2100.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2160.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2220.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2280.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2340.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2400.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2460.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2520.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2580.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2640.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2700.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2760.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2820.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2880.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 2940.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3000.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3060.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3120.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3180.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3240.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3300.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3360.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3420.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3480.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
0, 3540.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 0.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 60.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 120.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 180.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 240.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 300.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 360.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 420.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
1, 480.00000, 2748.52, -3.78091, 2842.48, -123.509, 2807.42, 114.733, 231.952, -33.87, 192.453, -152.317, 219.801, 95.7885
